featurecla,name,namealt,changed,note,name_fr,min_label,max_label,scalerank,label,wikidataid,name_ar,name_bn,name_de,name_en,name_es,name_el,name_hi,name_hu,name_id,name_it,name_ja,name_ko,name_nl,name_pl,name_pt,name_ru,name_sv,name_tr,name_vi,name_zh,ne_id,name_fa,name_he,name_uk,name_ur,name_zht,oceanbasin,subbasin
sound,Eclipse Sound,,Version 1.3,_untitled_30,Eclipse Sound,7.6,10.0,7,Eclipse Sound,Q5333028,╪Ñ┘â┘ä┘è╪¿╪│ ╪│╪º┘ê┘å╪»,αªÅαªòαºìαª▓αª┐αª¬αºìαª╕ αª╕αª╛αªëαª¿αºìαªí,Eclipse Sound,Eclipse Sound,Eclipse Sound,╬á╬┐╧ü╬╕╬╝╧î╧é ╬ò╬║╬╗╬»╧Ç╧é,αñÅαñòαÑìαñ▓αñ┐αñ¬αÑìαñ╕ αñ╕αñ╛αñëαñéαñí,Eclipse-szoros,Selat Eclipse,Eclipse Sound,πéñπé»πâ¬πâùπé╣µ╡╖σ│í,∞¥┤φü┤δª╜∞èñ ∞é¼∞Ü┤δô£,Eclipse Sound,Eclipse Sound,Tasiujaq,,Eclipse Sound,Eclipse Su Kanal─▒,Eo biß╗ân Eclipse,Σ╝èσàïσê⌐µû»τüú,1159119813,╪»╪▒█î╪º╪▒╪º┘ç ╪º┌⌐┘ä█î┘╛╪│,╫₧╫Ö╫ª╫¿ ╫É╫º╫£╫Ö╫ñ╫í,╨┐╤Ç╨╛╤é╨╛╨║╨░ ╨ò╨║╨╗╤û╨┐╤ü,╪º█î┌⌐┘ä┘╛╪│ ╪│╪º╪ñ┘å┌ê,Σ╝èσàïσê⌐µû»τüú,Arctic Ocean,The North Western Passages
gulf,Hall Basin,,Version 1.3,_untitled_32,Bassin Hall,7.6,10.0,7,Hall Basin,Q1457158,╪«┘ä┘è╪¼ ╪¡┘ê╪╢ ┘ç╪º┘ä,αª╣αª▓ αª¼αºçαª╕αª┐αª¿,Hall-Becken,Hall Basin,Cuenca Hall,╬¢╬╡╬║╬▒╬╜╬┐╧Ç╬¡╬┤╬╣╬┐ ╬º╬┐╬╗,αñ╣αÑëαñ▓ αñ¼αÑçαñ╕αñ┐αñ¿,Hall-├╢b├╢l,Hall Basin,Hall Basin,πâ¢πâ╝πâ½µ╣╛,φÖÇ δ▓á∞¥┤∞ïá,Hall Basin,Basen Halla,Bacia de Hall,╨ù╨░╨╗╨╕╨▓ ╨Ñ╨╛╨╗╨╗╨░,Hall Basin,Hall Havzas─▒,bß╗ôn ─æß╗ïa Hall,Θ£ìτê╛τüú,1159119831,┘ç╪º┘ä ╪¿╪º╪│█î┘å,╫₧╫ñ╫¿╫Ñ ╫É╫ò╫£╫¥,╨ù╨░╤é╨╛╨║╨░ ╨ô╨╛╨╗╨╗╨░,█ü╪º┘ä ╪¿█î╪│┘å,Θ£ìτê╛τüú,Arctic Ocean,Baffin Bay
fjord,Uummannaq Fjord,,Version 1.3,_untitled_33,Fjord Uummannaq,7.6,10.0,7,Uummannaq Fjord,Q384323,┘à╪╢┘è┘é ╪ú┘ê┘à╪º┘å╪º┘â,αªëαª«αºìαª«αª╛αª¿αºìαª¿αª╛αªò αª½αª£αºïαª░αºìαªí,Uummannaq Fjord,Uummannaq fjord,Fiordo de Uummannaq,╬ª╬╣╧î╧ü╬┤ ╬ƒ╧à╬╝╬▒╬╜╬▒╬║,αñëαñ«αÑìαñ«αñ¿αÑìαñ¿αñò αñ½αñ╝αñ£αÑëαñ░αÑìαñí,Uummannaq Fjord,Fjord Uummannaq,Fiordo di Uummannaq,πéªπâ₧πâèπââπé»πâ╗πâòπéúπâ¿πâ½πâë,∞¢Çδºîδéÿφü¼ φö╝∞ÜöδÑ┤δô£,Uummannaq Fjord,Uummannaq Fjord,Fiorde Uummannaq,╨ú╤â╨╝╨╝╨░╨╜╨╜╨░╨║-╤ä╤î╨╛╤Ç╨┤,Uummannaq Fjord,Uummannaq Fjord,Vß╗ïnh Uummannaq,τâÅΘª¼τ┤ìσàïσ│╜τüú,1159119849,╪º┘ê┘à╪º┘å╪º┌⌐ ┘ü█î┘ê╪▒╪»,╫É╫ò╫₧╫É╫á╫É╫º ╫ñ╫Ö╫ò╫¿╫ô,╨ú╨╛╤Ç╨╝╨░╨╜╤ü╤î╨║╨╕╨╣ ╤ä╤û╨╛╤Ç╨┤,╪º┘ê┘à╪º┘å╪º┘é ┘ü╪¼┘ê╪▒┌ê,τâÅΘª¼τ┤ìσàïσ│╜τüú,Arctic Ocean,Baffin Bay
sound,Peacock Sound,,Version 1.3,_untitled_34,Peacock Sound,7.6,10.0,7,Peacock Sound,Q1618810,╪¿┘è┘â┘ê┘â ╪│╪º┘ê┘å╪»,αª¬αºÇαªòαªò αª╕αª╛αªëαª¿αºìαªí,Peacock-Sund,Peacock Sound,Peacock Sound,╬á╧î╧ü╬╕╬╝╬┐╧é ╬á╬»╬║╬┐╬║,αñ¬αÑÇαñòαÑëαñò αñ╕αñ╛αñëαñéαñí,Peacock-szoros,Selat Peacock,Stretto Peacock,πâöπâ╝πé│πââπé»µ╡╖σ│í,φö╝∞╜ò ∞é¼∞Ü┤δô£,Peacock Sound,Peacock Sound,Estreito de Peacock,╨┐╤Ç╨╛╨╗╨╕╨▓ ╨ƒ╨╕╨║╨╛╨║,Peacock Sound,Peacock Su Kanal─▒,Eo biß╗ân Peacock,τÜ«ΦÇâσàïσ│╜τüú,1159119867,╪»╪▒█î╪º╪▒╪º┘ç ┘╛█î┌⌐┘ê┌⌐,╫₧╫ª╫¿ ╫ñ╫Ö╫º╫ò╫º,╨╖╨░╤é╨╛╨║╨░ ╨ƒ╤û╨║╨╛╨║,┘╛█î┌⌐╪º┌⌐ ╪│╪º╪ñ┘å┌ê,τÜ«ΦÇâσàïσ│╜τüú,Southern Ocean,Southern Ocean
sound,George VI Sound,,Version 1.3,_untitled_35,d├⌐troit de George VI,7.6,10.0,7,George VI Sound,Q2831049,╪¼╪▓┘è╪▒╪⌐ ╪¼┘ê╪▒╪¼ ╪º┘ä╪│╪º╪»╪│,αª£αª░αºìαª£ VI αª╕αª╛αªëαª¿αºìαªí,George-VI-Sund,George VI Sound,Canal Jorge VI,╬á╬┐╧ü╬╕╬╝╬┐╧é ╬ô╬╡╧ë╧ü╬│╬»╬┐╧à ╬ò',αñ£αÑëαñ░αÑìαñ£ VI αñ╕αñ╛αñëαñéαñí,Sarmiento,Sarmiento,Sarmiento,πé╕πâºπâ╝πé╕ VI πé╡πéªπâ│πâë,∞í░∞ºÇ VI ∞╜ö∞èñφè╕,Sarmiento,Cie┼¢nina Jerzego VI,Sarmiento,╨ƒ╤Ç╨╛╨╗╨╕╨▓ ╨ô╨╡╨╛╤Ç╨│╨░ VI,Sarmiento,Sarmiento,Sarmiento,σû¼µ▓╗σà¡Σ╕ûµ╡╖σ│╜,1159119885,╪»╪▒█î╪º╪▒╪º┘ç ╪¼┘ê╪▒╪¼ VI,╫₧╫ñ╫¿╫Ñ ╫Æ'╫ò╫¿╫Æ' ╫ö╫⌐╫Ö╫⌐╫Ö,╨┐╤Ç╨╛╤é╨╛╨║╨░ ╨ô╨╡╨╛╤Ç╨│╨░ VI,╪¼╪º╪▒╪¼ VI ╪│╪º╪ñ┘å┌ê,σû¼µ▓╗σà¡Σ╕ûµ╡╖σ│╜,Southern Ocean,Southern Ocean
sound,Seno de Skyring,,Version 1.3,_untitled_36,Seno Skyring,7.7,10.0,8,Seno de Skyring,Q7450889,╪│┘è┘å┘ê ╪│┘â╪º┘è╪▒┘è┘å╪║,αª╕αºçαª¿αºï αªíαª┐ αª╕αºìαªòαª╛αªçαª░αª┐αªé,Seno Skyring,Seno Skyring,Seno Skyring,╬ú╬¡╬╜╬┐ ╬╜╧ä╬╡ ╬ú╬║╬¼╬╣╧ü╬╣╬╜╬│╬║,αñ╕αÑçαñ¿αÑï αñíαÑÇ αñ╕αÑìαñòαñ╛αñêαñ░αñ┐αñéαñù,Seno de Skyring,Seno de Skyring,Seno de Skyring,πé╣πé½πéñπâ¬πâ│πé░µ╣╛,∞ä╕δà╕ δì░ ∞èñ∞╣┤∞¥┤δºü,Senlin Shan,Seno Skyring,Estreito de Skyring,╨┐╤Ç╨╛╨╗╨╕╨▓ ╨í╨╡╨╜╨╛ ╨í╨║╨░╨╣╤Ç╨╕╨╜╨│,Seno Skyring,Seno de Skyring,Eo biß╗ân Seno de Skyring,µû»σç»τü╡µ╣╛,1159119901,╪│┘å┘ê ╪» ╪º╪│┌⌐█î╪▒█î┘å┌»,╫₧╫Ö╫ª╫¿ ╫í╫º╫Ö╫Ö╫¿╫Ö╫á╫Æ,╨í╨╡╨╜╨╛-╨┤╨╡-╨í╨║╨░╨╣╤Ç╤û╨╜╨│,╪│█î┘å┘ê ┌ê█î ╪º╪│┌⌐╪º╪ª╪▒┘å┌»,µû»σç▒Σ╗ñµ╡╖τüú,South Pacific Ocean,Estrecho de Magellanes
sound,Seno Otway,,Version 1.3,_untitled_37,Seno Otway,7.7,10.0,8,Seno Otway,Q4169149,╪│┘è┘å┘ê ╪ú┘ê╪¬┘ê╪º┘è,αª╕αºçαª¿αºï αªôαªƒαªôαª»αª╝αºç,Seno Otway,Seno Otway,Seno Otway,╬ú╬¡╬╜╬┐ ╬î╧ä╬│╬┐╧à╬╡╬╣,αñ╕αÑçαñ¿αÑï αñôαñƒαñ╡αÑç,Seno Otway,Seno Otway,Seno Otway,πé╗πâÄπâ╗πé¬πâêπéªπéºπéñ,∞ä╕δà╕ ∞ÿñφè╕∞¢¿∞¥┤,Seno Skyring,Seno Otway,Estreito de Otway,╨┐╤Ç╨╛╨╗╨╕╨▓ ╨í╨╡╨╜╨╛ ╨₧╤é╨▓╤ì╨╣,Seno Otway,Seno Otway,Eo biß╗ân Seno Otway,σÑºτë╣Θƒïτüú,1159119915,╪│┘å┘ê ╪º┘ê╪¬┘ê╪º█î,╫₧╫Ö╫ª╫¿ ╫É╫ò╫ÿ╫ò╫ò╫Ö╫Ö,╨í╨╡╨╜╨╛-╨₧╤é╨▓╨░╨╣,╪│█î┘å┘ê ╪º┘ê┘╣┘ê█Æ,σÑºτë╣Θƒïτüú,South Pacific Ocean,Estrecho de Magellanes
bay,Bay In├║til,,Version 1.3,_untitled_38,baie In├║til,7.7,10.0,8,B. In├║til,Q750763,╪«┘ä┘è╪¼ ╪Ñ┘è┘å┘è╪¬┘è┘ä,αª¼αºç αªçαª¿αºüαªñαª┐αª▓,Bah├¡a In├║til,In├║til Bay,Bah├¡a In├║til,╬Ü╧î╬╗╧Ç╬┐╧é ╬Ö╬╜╬┐╧ì╧ä╬╣╬╗,αñ¼αÑç αñçαñ¿αÑïαñƒαñ┐αñ▓,Bay In├║til,Teluk In├║til,Bah├¡a In├║til,πâÉπéñπéóπâ╗πéñπâîπâåπéúπâ½,δ▓á∞¥┤ ∞¥┤δêäφï╕,In├║til Bay,Zatoka In├║til,Ba├¡a In├║til,╨╖╨░╨╗╨╕╨▓ ╨ÿ╨╜╤â╤é╨╕╨╗,In├║til,In├║til Koyu,Vß╗ïnh In├║til,Σ╝èσè¬ΦÆéσ░öµ╣╛,1159119925,╪¿╪º█î ╪º█î┘å┘ê╪¬█î┘ä,╫₧╫ñ╫¿╫Ñ ╫É╫Ö╫á╫ò╫ÿ╫Ö╫£,╨╖╨░╤é╨╛╨║╨░ ╨å╨╜╤â╤é╤û╨╗,╪¿█Æ ╪º┘å┘ê┘╣┘ä,Σ╝èσè¬ΦÆéτê╛τüú,South Pacific Ocean,Estrecho de Magellanes
lagoon,Lagoa dos Patos,,Version 1.3,_untitled_42,Lagoa dos Patos,7.6,10.0,7,Lagoa dos Patos,,┘ä╪º╪¼┘ê╪º ╪»┘ê╪│ ╪¿╪º╪¬┘ê╪│,αª▓αª╛αªùαºïαºƒαª╛ αªªαª╕ αª¬αª╛αªñαºïαª╕,Lagoa dos Patos (Entensee),Patos Lagoon,Lagoa dos Patos,╬¢╬▒╬│╬║╧î╬▒ ╬╜╧ä╬┐╧é ╬á╬¼╧ä╬┐╧é,αñ▓αñ╛αñùαÑïαñå αñíαÑëαñ╕ αñ¬αñƒαÑïαñ╕,Lagoa dos Patos,Laguna Patos,Lagoa dos Patos,πâæπâêπé╣µ╣û,δ¥╝Ω│á∞òä δÅä∞èñ φîîφåá∞èñ,Lagoa dos Patos,Lagoa dos Patos,Lagoa dos Patos,╨╛╨╖╨╡╤Ç╨╛ ╨ƒ╨░╤é╤â╤ü,Lagoa dos Patos,Lagoa dos Patos,Ph├í Lagoa dos Patos,σ╕òµëÿµû»µ╣û,1159119943,┘ä╪º┌»┘ê╪ó ╪»┘ê╪│ ┘╛╪º╪¬┘ê╪│,╫É╫Æ╫¥ ╫ô╫ò╫í ╫ñ╫É╫ÿ╫ò╫í,╨ƒ╨░╤é╤â╤ü,┘ä╪º┌»┘ê╪│ ┌ê┘ê╪│ ┘╛╪º┘╣┘ê╪│,σ╕òµëÿµû»µ╣û,South Atlantic Ocean,South Atlantic Ocean
river,Amazon River,,Version 1.3,Internal Brazil Amazon River Waters,Amazone,5.7,10.0,4,Amazon River,Q3783,┘å┘ç╪▒ ╪º┘ä╪ú┘à╪º╪▓┘ê┘å,αªåαª«αª╛αª£αª¿ αª¿αªªαºÇ,Amazonas,Amazon,Amazonas,╬æ╬╝╬▒╬╢╧î╬╜╬╣╬┐╧é,αñàαñ«αÑçαñ£αñ╝αñ¿ αñ¿αñªαÑÇ,Amazonas,Sungai Amazon,Rio delle Amazzoni,πéóπâ₧πé╛πâ│σ╖¥,∞òäδºê∞í┤Ω░ò,Amazone,Amazonka,rio Amazonas,╨É╨╝╨░╨╖╨╛╨╜╨║╨░,Amazonfloden,Amazon Nehri,S├┤ng Amazon,Σ║ÜΘ⌐¼ΘÇèµ▓│,1159119967,╪ó┘à╪º╪▓┘ê┘å,╫É╫₧╫û╫ò╫á╫É╫í,╨É╨╝╨░╨╖╨╛╨╜╨║╨░,╪»╪▒█î╪º╪ª█Æ ╪º█î┘à█î╪▓┘ê┘å,Σ║ÜΘ⌐¼ΘÇèµ▓│,South Atlantic Ocean,South Atlantic Ocean
lagoon,Bras d'Or Lake,,Version 1.3,_untitled_46,lac Bras d'Or,7.8,10.0,9,Bras d'Or Lake,Q898989,╪¿╪¡┘è╪▒╪⌐ ╪¿╪▒╪º╪▓ ╪»┘ê╪▒,αª¼αºìαª░αºìαª»αª╛αª╕ αªíαª┐'αªôαª░ αª▓αºçαªò,Bras dΓÇÖOr Lake,Bras d'Or Lake,Lago Bras d'Or,╬¢╬»╬╝╬╜╬╖ ╬£╧Ç╧ü╬▒ ╬¥╧ä' ╬ƒ╧ü,αñ¼αÑìαñ░αñ╛αñ╕ αñíαÑÇ'αñôαñ░ αñ¥αÑÇαñ▓,Bras d'Or-t├│,Danau Bras d'Or,lago Bras d'Or,πâûπâ⌐πé╣πâÇπâ╝µ╣û,δ╕îδ¥╝∞èñ δÅäδÑ┤ δáê∞¥┤φü¼,Bras d'Or Lake,Bras d'Or,Lago Bras d'Or,╨æ╤Ç╨░-╨┤'╨₧╤Ç,Bras d'Or Lake,Bras d'Or G├╢l├╝,V┼⌐ng Bras d'Or,σ╕âµïëσñÜσ░öµ╣û,1159119983,╪»╪▒█î╪º┌å┘ç ╪¿╪▒╪º╪│ ╪»┘ê┘ê╪▒,╫É╫Æ╫¥ ╫æ╫¿╫É╫í ╫ô'╫É╫ò╫¿,╨æ╤Ç╨░-╨┤'╨₧╤Ç,╪¿╪▒╪º╪│ ┌ê ╪º┘ê╪▒ ╪¼┌╛█î┘ä,σ╕âµïëσñÜσ░öµ╣û,North Atlantic Ocean,North Atlantic Ocean
lagoon,Kaliningrad,,Version 1.3,_untitled_51,Kaliningrad,7.7,10.0,8,Kaliningrad,,┘â╪º┘ä┘è┘å┘è┘å╪║╪▒╪º╪»,αªòαª╛αª▓αª┐αª¿αª┐αª¿αªùαºìαª░αºìαª»αª╛αªª,Kurisches Haff,Kaliningrad,Kaliningrad,╬Ü╬▒╬╗╬»╬╜╬╣╬╜╬│╬║╧ü╬▒╬╜╧ä,αñòαÑêαñ▓αñ┐αñ¿αñ┐αñ¿αñùαÑìαñ░αñ╛αñª,Kalinyingr├íd,Kaliningrad,Kaliningrad,πé½πâ¬πâ╝πâïπâ│πé░πâ⌐πâ╝πâë,∞╣╝δª¼δïîΩ╖╕δ¥╝δô£,Kaliningrad,Kaliningrad,Calininegrado,╨Ü╤â╤Ç╤ê╤ü╨║╨╕╨╣ ╨╖╨░╨╗╨╕╨▓,Kuriska sj├╢n,Kaliningrad,Ph├í Kaliningrad,σèáΘçîσ«üµá╝σïÆ,1159120003,┌⌐╪º┘ä█î┘å█î┘å┌»╪▒╪º╪»,╫É╫Æ╫¥ ╫º╫£╫Ö╫á╫Ö╫á╫Æ╫¿╫ô,╨Ü╨░╨╗╤û╨╜╤û╨╜╨│╤Ç╨░╨┤,┌⌐╪º┘ä█î┘å┘å┌»╪▒╪º┌ê,σèáΘçîσ»ºµá╝σïÆµ╣û,Baltic Sea,Central Baltic Sea
strait,Matochkin Shar Strait,,Version 1.3,_untitled_52,d├⌐troit de Matotchkine,7.7,10.0,8,Matochkin Shar Strait,Q908356,┘à╪╢┘è┘é ┘à╪º╪¬┘ê╪┤┘â┘è┘å ╪┤╪º╪▒,αª«αª╛αªñαºïαªÜαªòαª┐αª¿ αª╢αª╛αª░ αª╕αºìαªƒαºìαª░αºçαªƒ,Matotschkin Schar,Matochkin Strait,Estrecho de Matochkin,╬ú╧ä╬╡╬╜╧î ╬£╬▒╧ä╧î╧ä╧â╬║╬╣╬╜ ╬ú╬▒╧ü,αñ«αñƒαÑïαñÜαÑìαñòαñ┐αñ¿ αñ£αñ▓αñíαñ«αñ░αÑéαñ«αñºαÑìαñ»,Matocskin-szoros,Selat Matochkin Shar,Stretto di Mato─ìkin,πâ₧πâêπâüπé¡πâ│µ╡╖σ│í,δºêφåá∞╣ÿφé¿ φò┤φÿæ,Matotsjkin Sjar,Cie┼¢nina Matoczkin Szar,Estreito de Matochkin,╨£╨░╤é╨╛╤ç╨║╨╕╨╜ ╨¿╨░╤Ç,Matotjkin Sjar,Mato├ºkin Bo─ƒaz─▒,Eo biß╗ân Matochkin Sha,Θ⌐¼µëÿσÑçΘçæµ╡╖σ│í,1159120015,╪¬┘å┌»┘ç ┘à╪º╪¬┘ê┌å┌⌐█î┘å,╫₧╫ª╫¿ ╫₧╫ÿ╫ò╫ª'╫º╫Ö╫ƒ,╨£╨░╤é╨╛╤ç╨║╨╕╨╜ ╨¿╨░╤Ç,┘à╪º┘╣┘ê┌å┌⌐┘å ╪┤╪º╪▒ ╪º╪│┘╣╪▒█î┘╣,Θª¼µëÿσÑçΘçæµ╡╖σ│╜,Arctic Ocean,Kara Sea
lagoon,Ozero Mogotoyevo,Lake Mogotoyevo,Version 1.3,_untitled_55,Ozero Mogotoyevo,7.7,10.0,8,Ozero Mogotoyevo,Q2639916,╪¿╪¡┘è╪▒╪⌐ ┘à┘ê╪¼┘ê╪¬┘ê┘è┘è┘ü┘ê,αªôαª£αºçαª░αºï αª«αºïαªùαºïαªñαºïαºƒαºçαª¡αºï,Ozero Mogotoyevo,Lake Mogotoyevo,Lago Mogotoyevo,╬ƒ╬╢╬¡╧ü╬┐ ╬£╧î╬│╬║╬┐╧ä╬┐╬│╬╣╬╡╬▓╬┐,αñôαñ£αñ╝αÑçαñ░αÑï αñ«αÑïαñùαÑïαñƒαÑïαñ»αÑçαñ╡αÑï,Mogotojevo-t├│,Danau Mogotoyevo,lago Mogotoevo,πâóπé┤πâêπé¿πâ┤πé⌐µ╜ƒ,∞ÿñ∞á£δí£ δ¬¿Ω│áφåá∞ÿêδ│┤,Lake Mogotoyevo,Jezioro Mogotoyevo,Lago Mogotoyevo,╨£╨╛╨│╨╛╤é╨╛╨╡╨▓╨╛,Ozero Mogotojevo,Ozero Mogotoyevo,Hß╗ô Ozero Mogotoyevo,ΦÄ½µêêµëÿΦÇ╢µ▓âµ╣û,1159120037,╪º┘ê╪▓╪▒┘ê ┘à┘ê┌»┘ê╪¬┘ê█î┘ê┘ê,╫É╫Æ╫¥ ╫₧╫ò╫Æ╫ò╫ÿ╫ò╫Ö╫æ╫ò,╨£╨╛╨│╨╛╤é╨╛╤ö╨▓╨╛,╪º┘ê╪▓█î╪▒┘ê ┘à┘ê┌»┘ê┘╣┘ê█î█î┘ê,ΦÄ½µêêµëÿΦÇ╢µ▓âµ╣û,Arctic Ocean,East Siberian Sea
bay,Guba Gusinaya,,Version 1.3,_untitled_56,Belouchy├»a Gouba,7.7,10.0,8,Guba Gusinaya,,╪║┘ê╪¿╪º ╪¼┘ê╪│┘è┘å╪º┘è╪º,αªùαºüαª¼αª╛ αªùαºüαª╕αª┐αºƒαª╛αª¿αª╛,Guba Gusinaya,Guba Gusinaya,Guba Gusinaya,╬ô╬║╬┐╧ì╬╝╧Ç╬▒ ╬ô╬║╬┐╧à╧â╬╣╬╜╬¼╬│╬╣╬▒,αñùαÑüαñ¼αñ╛ αñùαÑüαñ╕αñ┐αñ¿αñ╛αñ»αñ╛,Guba Gusinaya,Guba Gusinaya,Guba Gusinaya,πé░πâÉπâ╗πé░πé╖πâèπâñ,Ω╡¼δ░ö Ω╡¼∞ï£δéÿ∞ò╝,Guba Gusinaya,Guba Gusinaya,Guba Gusinaya,╨│╤â╨▒╨░ ╨ô╤â╤ü╨╕╨╜╨░╤Å,Guba Gusinaya,Guba Gusinaya,Vß╗ïnh Guba Gusinaya,σÅñσ╖┤σÅñΦÑ┐τ║│Σ║Üµ╣╛,1159120055,┌»┘ê╪¿╪º ┌»┘ê╪│█î┘å╪º█î╪º,╫₧╫ñ╫¿╫Ñ ╫Æ╫ò╫æ╫ö ╫Æ╫ò╫í╫Ö╫á╫É╫Ö╫ö,╤ü╨░╨│╨░ ╨ô╤â╤ü╨╕╨╜╨░,┌»┘ê╪¿╪º ┌»┘ê╪│█î┘å╪º█î╪º,σÅñΦÑ┐τ┤ìΣ║₧τüú,Arctic Ocean,East Siberian Sea
sea,Bali Sea,,Version 5.2,_untitled_57,mer de Bali,7.6,10.0,7,Bali Sea,Q277014,╪¿╪¡╪▒ ╪¿╪º┘ä┘è,αª¼αª╛αª▓αª┐ αª╕αºÇ,Balisee,Bali Sea,mar de Bali,╬ÿ╬¼╬╗╬▒╧â╧â╬▒ ╧ä╬┐╧à ╬£╧Ç╬▒╬╗╬»,αñ¼αñ╛αñ▓αÑÇ αñ╕αñ╛αñùαñ░,Bali-tenger,Laut Bali,Mar di Bali,πâÉπâ¬µ╡╖,δ░£δª¼φò┤,Balizee,Morze Balijskie,Mar de Bali,╨æ╨░╨╗╨╕,Laut Bali,Bali Denizi,Biß╗ân Bali,σ│çΘçîµ╡╖,1159120073,╪»╪▒█î╪º█î ╪¿╪º┘ä█î,╫Ö╫¥ ╫æ╫É╫£╫Ö,╨æ╨░╨╗╤û,╪¿╪¡█î╪▒█ü ╪¿╪º┘ä█î,σ│çΘçîµ╡╖,South East Asia Seas,Bali Sea
gulf,Davao Gulf,,Version 5.2,_untitled_58,Golfe de Davao,7.6,10.0,7,Davao Gulf,Q1536317,╪«┘ä┘è╪¼ ╪»╪º┘ü╪º┘ê,αªªαª╛αª¡αª╛αªô αªùαª╛αª▓αª½,Golf von Davao,Davao Gulf,Golfo de Davao,╬Ü╧î╬╗╧Ç╬┐╧é ╬¥╧ä╬▒╬▓╬¼╬┐,αñªαñ╛αñ╡αÑï αñûαñ╛αñíαñ╝αÑÇ,Davao Gulf,Teluk Davao,Golfo di Davao,πâÇπâÉπé¬µ╣╛,δïñδ░ö∞ÿñ Ω▒╕φöä,Davao Gulf,Zatoka Davao,Golfo de Davao,╨ö╨░╨▓╨░╨╛,Davaogulfen,Davao K├╢rfezi,Vß╗ïnh Davao,Φ╛╛µ▓âµ╣╛,1159120091,╪«┘ä█î╪¼ ╪»╪º┘ê╪º,╫₧╫ñ╫¿╫Ñ ╫ô╫æ╫É╫ò,╨╖╨░╤é╨╛╨║╨░ ╨ö╨░╨▓╨░╨╛,┌ê╪º┘ê╪º╪ñ ┌»┘ä┘ü,Φ╛╛µ▓âµ╣╛,North Pacific Ocean,Philippine Sea
strait,Selat Bali,,,_untitled_60,d├⌐troit de Bali,7.8,10.0,9,Selat Bali,Q604492,╪¿╪º┘ä┘è,αª╕αºçαª▓αª╛αªƒ αª¼αª╛αª▓αª┐,Bali-Stra├ƒe,Bali Strait,Estrecho de Bali,╬ú╬╡╬╗╬¼╧ä ╬£╧Ç╬▒╬╗╬»,αñ╕αÑçαñ▓αñ╛αññ αñ¼αñ╛αñ▓αÑÇ,Selat Bali,Selat Bali,Stretto di Bali,πâÉπâ¬µ╡╖σ│í,δ░£δª¼ φò┤φÿæ,Straat Bali,Cie┼¢nina Bali,Estreito de Bali,╨æ╨░╨╗╨╕╨╣╤ü╨║╨╕╨╣ ╨┐╤Ç╨╛╨╗╨╕╨▓,Selat Bali,Selat Bali,Eo biß╗ân Bali,σ│çΘçîµ╡╖σ│╜,1159120135,╪│┘ä╪º╪¬ ╪¿╪º┘ä█î,╫₧╫ª╫¿ ╫æ╫É╫£╫Ö,╨ƒ╤Ç╨╛╤é╨╛╨║╨░ ╨æ╨░╨╗╤û,╪│█î┘ä╪º╪¬ ╪¿╪º┘ä█î,σ│çΘçîµ╡╖σ│╜,South East Asia Seas,Selat Bali
gulf,Gulf of Tomini,Teluk Tomini,Version 5.2,_untitled_62,Golfe de Tomini,7.6,10.0,7,Gulf of Tomini,Q1507546,╪«┘ä┘è╪¼ ╪¬┘ê┘à┘è┘å┘è,αªùαª╛αª▓αª½ αªàαª½ αªñαºïαª«αª┐αª¿αª┐,Golf von Tomini,Gulf of Tomini,Golfo de Tomini,╬Ü╧î╬╗╧Ç╬┐╧é ╧ä╬┐╧à ╬ñ╬┐╬╝╬»╬╜╬╣,αñƒαÑïαñ«αñ┐αñ¿αÑÇ αñòαÑÇ αñûαñ╛αñíαñ╝αÑÇ,Tomini-├╢b├╢l,Teluk Tomini,Golfo di Tomini,πâêπâƒπâïµ╣╛,φåáδ»╕δïêδºî,Golf van Tomini,Zatoka Tomini,Golfo de Tomini,╨╖╨░╨╗╨╕╨▓ ╨ó╨╛╨╝╨╕╨╜╨╕,Tominibukten,Tomini K├╢rfezi,Vß╗ïnh Tomini,µëÿτ▒│σ░╝µ╣╛,1159120147,╪«┘ä█î╪¼ ╪¬┘ê┘à█î┘å█î,╫₧╫ñ╫¿╫Ñ ╫ÿ╫ò╫₧╫Ö╫á╫Ö,╨ó╨╛╨╝╤û╨╜╤û,┌»┘ä┘ü ╪ó┘ü ┘╣┘ê┘à█î┘å█î,µëÿτ▒│σ░╝τüú,South East Asia Seas,Gulf of Tomini
